review_id,hotel_id,user_id,rating,review_date,is_verified
171,5,220,5,2025-03-29,1
172,27,273,4,2025-01-18,1
173,39,225,4,2025-01-28,1
174,35,120,3,2025-10-06,1
175,11,123,4,2025-05-03,1
176,19,150,3,2025-09-16,1
177,22,367,4,2025-06-07,0
178,10,425,4,2024-12-07,0
179,11,13,4,2026-01-13,1
180,10,677,4,2025-05-03,1
181,40,541,3,2025-11-13,1
182,30,57,3,2024-10-10,1
183,34,675,5,2025-11-20,1
184,33,25,4,2025-09-09,0
185,39,449,2,2024-12-31,1
186,5,373,4,2025-10-21,1
187,36,402,2,2025-09-23,1
188,3,765,4,2025-12-14,1
189,20,742,4,2024-12-10,1
190,24,224,3,2025-12-10,1
191,15,464,5,2025-10-04,1
192,6,768,2,2025-02-17,0
193,8,584,4,2025-02-24,1
194,33,711,5,2025-01-03,1
195,13,348,5,2025-05-03,0
196,13,227,4,2025-12-16,0
197,37,409,3,2025-11-14,1
198,6,654,2,2024-11-05,0
199,37,744,3,2024-10-28,0
200,37,549,3,2024-09-20,1
201,24,566,3,2025-07-16,1
202,7,410,3,2025-02-04,1
203,7,256,4,2025-10-03,1
204,12,339,4,2025-10-03,0
205,24,399,2,2024-12-03,1
206,7,653,3,2025-08-28,1
207,19,445,3,2025-10-05,1
208,5,635,4,2026-02-03,0
209,22,22,5,2025-09-13,1
210,1,606,4,2025-03-01,1
211,29,406,2,2026-02-09,1
212,3,799,5,2025-01-14,1
213,8,378,4,2025-10-27,1
214,7,383,3,2025-03-11,1
215,34,102,3,2026-01-05,1
216,3,646,5,2025-10-15,1
217,18,562,3,2025-07-08,1
218,24,690,4,2024-12-12,1
219,21,75,4,2024-11-28,1
220,28,170,4,2026-01-12,1
221,33,702,5,2025-10-25,1
222,16,34,4,2025-05-22,1
223,34,407,4,2025-12-05,1
224,13,324,5,2025-10-15,1
225,40,752,3,2025-03-16,1
226,21,686,4,2025-11-08,1
227,30,718,2,2025-10-22,1
228,36,232,3,2025-05-04,0
229,32,471,3,2024-08-29,1
230,35,561,4,2025-09-23,1
231,22,774,2,2025-02-18,0
232,2,6,4,2025-03-03,1
233,20,782,3,2025-09-08,0
234,8,285,4,2025-10-30,1
235,36,103,4,2024-10-05,1
236,10,493,3,2025-11-06,0
237,10,626,4,2025-01-24,1
238,10,104,3,2025-06-20,0
239,26,33,5,2025-12-01,1
240,23,718,4,2024-12-14,1
241,38,747,3,2024-12-16,1
242,17,126,4,2026-01-24,1
243,12,724,3,2025-03-08,1
244,2,728,2,2026-01-12,0
245,1,798,4,2025-02-27,1
246,15,174,3,2025-07-19,0
247,38,464,3,2025-05-21,1
248,21,796,4,2026-02-01,1
249,36,723,4,2025-06-12,1
250,5,484,3,2025-05-17,1
251,4,158,3,2025-04-27,1
252,34,68,3,2025-03-09,0
253,5,208,5,2025-04-13,0
254,3,53,5,2025-04-24,1
255,17,157,3,2025-10-05,1
256,37,60,4,2024-09-12,1
257,28,610,3,2025-05-16,1
258,4,472,3,2025-06-11,1
259,34,415,4,2025-09-29,1
260,34,648,4,2025-08-13,1
261,33,329,4,2025-04-09,1
262,37,323,4,2024-10-17,0
263,10,166,4,2025-03-07,0
264,40,356,3,2025-01-04,0
265,13,140,3,2024-12-07,1
266,33,472,3,2025-09-12,1
267,24,798,4,2025-05-04,1
268,32,427,4,2025-10-21,0
269,26,240,4,2024-11-01,1
270,26,551,3,2026-02-02,1
271,25,657,3,2025-05-01,1
272,32,378,4,2025-01-02,1
273,30,201,5,2025-03-02,1
274,6,572,3,2025-11-16,1
275,34,150,4,2025-09-06,0
276,22,798,4,2024-11-19,0
277,13,255,3,2026-02-04,1
278,21,281,5,2024-10-28,1
279,39,582,3,2025-01-14,0
280,35,10,3,2025-09-16,1
281,34,163,4,2025-06-01,0
282,19,101,3,2025-04-16,0
283,32,313,4,2026-01-01,1
284,16,443,3,2025-10-21,1
285,28,144,4,2026-01-20,1
286,26,276,4,2025-01-18,1
287,10,618,3,2025-11-21,0
288,11,752,4,2024-12-12,1
289,3,12,4,2025-10-28,1
290,6,502,2,2025-06-11,1
291,18,21,4,2025-07-07,0
292,20,417,4,2024-10-20,1
293,7,704,4,2025-12-06,1
294,17,639,3,2025-01-16,1
295,25,187,4,2025-07-07,1
296,10,207,5,2026-01-01,1
297,14,627,3,2025-02-07,1
298,15,656,3,2025-10-04,1
299,21,225,4,2025-10-06,0
300,15,3,4,2025-06-12,0
301,30,356,4,2024-10-23,0
302,14,496,5,2025-01-17,0
303,18,356,4,2025-07-15,1
304,16,748,4,2025-06-04,1
305,8,651,3,2025-06-30,1
306,28,631,3,2024-12-31,1
307,10,17,4,2025-06-05,0
308,12,683,5,2024-10-04,1
309,32,605,4,2025-05-07,1
310,38,318,4,2024-10-07,1
311,27,472,3,2025-08-12,0
312,37,660,3,2025-06-21,1
313,35,725,4,2025-11-21,1
314,20,441,5,2025-04-25,1
315,31,34,4,2024-11-14,1
316,14,495,3,2024-12-24,0
317,19,545,4,2025-11-01,1
318,22,48,3,2026-01-18,0
319,39,654,4,2024-09-21,1
320,34,162,4,2025-08-19,1
321,20,713,5,2025-05-06,0
322,27,441,3,2025-01-05,1
323,9,258,3,2025-05-22,1
324,33,48,4,2026-01-06,1
325,23,15,3,2024-12-03,0
326,22,594,4,2025-11-14,1
327,31,302,3,2024-10-06,1
328,26,673,3,2025-09-12,0
329,3,185,4,2024-09-28,1
330,12,737,5,2024-09-20,1
331,8,754,3,2024-09-08,1
332,30,82,4,2025-10-27,1
333,2,518,4,2025-06-24,0
334,9,752,2,2025-08-26,1
335,24,259,4,2024-11-10,0
336,28,55,3,2025-12-29,0
337,21,701,4,2025-10-29,1
338,35,380,3,2025-05-09,1
339,37,22,4,2025-12-17,1
340,6,673,2,2024-11-04,0
341,39,544,3,2025-01-23,1
342,25,57,5,2024-09-14,1
343,26,207,3,2024-11-15,0
344,4,15,3,2025-11-16,1
345,25,764,4,2025-03-28,0
346,30,20,4,2025-08-02,1
347,24,637,1,2025-12-08,1
348,4,410,5,2025-10-05,1
349,21,467,4,2025-03-22,0
350,38,650,4,2025-02-23,1
351,29,716,4,2024-10-16,1
352,6,102,2,2025-11-10,0
353,39,15,4,2026-02-01,0
354,39,100,3,2025-05-16,1
355,7,547,4,2025-05-15,1
356,33,455,4,2025-11-20,1
357,17,68,4,2025-02-19,1
358,24,188,3,2025-03-26,1
359,18,430,5,2025-12-14,1
360,32,585,2,2025-03-11,1
361,40,275,5,2026-01-01,1
362,32,760,5,2024-11-14,1
363,38,794,5,2025-05-14,0
364,38,613,5,2025-05-10,1
365,4,364,4,2025-01-31,0
366,11,702,5,2026-01-21,1
367,29,583,4,2025-05-06,0
368,24,416,2,2025-12-06,0
369,3,356,5,2024-12-15,1
370,4,666,5,2025-02-23,1
371,21,446,4,2025-05-04,1
372,25,147,3,2025-06-19,1
373,7,800,3,2024-12-20,0
374,7,55,2,2025-02-04,1
375,6,557,4,2025-07-20,1
376,23,525,2,2025-01-16,0
377,1,469,4,2025-10-03,1
378,23,42,3,2025-05-03,1
379,20,395,3,2026-01-24,1
380,19,714,4,2024-12-25,0
381,28,192,3,2025-11-16,1
382,21,554,4,2025-05-10,1
383,30,688,2,2024-10-04,1
384,31,762,3,2025-09-03,0
385,37,413,2,2024-12-11,1
386,32,252,1,2024-11-01,0
387,21,560,5,2025-06-02,1
388,20,389,5,2025-10-17,1
389,10,502,4,2025-01-05,1
390,24,594,3,2025-07-21,1
391,6,569,3,2024-08-26,0
392,38,195,4,2024-11-26,1
393,34,605,4,2025-09-30,1
394,5,434,4,2024-08-25,1
395,32,745,3,2025-02-28,1
396,5,528,4,2025-05-20,0
397,29,714,3,2024-09-23,1
398,4,784,4,2026-01-29,0
399,20,796,3,2025-05-20,1
400,27,596,4,2025-02-17,0
401,30,478,3,2026-01-28,0
402,17,95,3,2025-06-16,1
403,37,309,5,2025-08-20,1
404,31,381,3,2024-10-06,0
405,9,625,4,2024-11-12,1
406,27,472,2,2024-09-12,1
407,30,352,3,2025-05-23,0
408,14,118,4,2025-11-13,0
409,30,573,5,2025-12-18,0
410,36,346,2,2025-06-25,0
411,33,29,4,2024-09-17,1
412,31,228,5,2025-07-23,0
413,26,704,3,2025-07-29,1
414,11,96,4,2025-07-07,0
415,32,325,4,2025-09-12,1
416,15,410,4,2025-06-15,1
417,22,67,5,2025-09-03,0
418,13,133,4,2025-05-08,1
419,13,753,5,2024-11-08,1
420,7,473,3,2024-10-01,1
421,39,169,3,2025-12-21,1
422,6,136,3,2025-04-14,1
423,4,341,3,2025-02-09,0
424,38,579,4,2025-01-24,1
425,23,585,4,2024-09-15,1
426,18,157,3,2026-01-11,1
427,30,581,4,2024-10-02,0
428,16,718,2,2024-12-15,0
429,6,182,4,2025-04-23,1
430,30,21,3,2025-02-28,1
431,8,768,4,2024-09-09,0
432,23,418,3,2025-02-12,1
433,38,622,4,2025-10-13,1
434,38,257,4,2025-01-01,1
435,15,240,4,2025-11-29,1
436,32,181,3,2025-03-01,0
437,25,174,3,2024-08-26,0
438,20,378,5,2024-10-16,0
439,6,85,3,2025-10-30,1
440,16,674,4,2025-03-25,0
441,27,409,4,2026-01-30,1
442,40,733,3,2025-10-18,0
443,1,402,3,2024-09-04,1
444,29,243,4,2025-02-03,1
445,34,412,4,2025-09-14,1
446,39,124,4,2024-09-22,0
447,17,660,3,2026-02-09,1
448,5,577,5,2024-11-16,1
449,11,118,4,2025-10-23,1
450,35,466,4,2025-11-15,0
451,36,431,4,2025-05-18,0
452,26,161,4,2025-10-26,0
453,5,98,5,2025-12-09,1
454,5,609,4,2025-09-19,0
455,20,212,4,2025-09-05,1
456,24,416,4,2025-03-16,1
457,2,199,4,2025-01-23,0
458,28,523,5,2025-11-30,1
459,22,40,5,2024-12-18,1
460,1,288,4,2025-03-30,1
461,4,438,4,2025-05-22,0
462,19,352,3,2025-03-17,0
463,29,490,4,2025-03-08,1
464,34,145,4,2025-07-08,0
465,18,354,5,2025-02-12,1
466,12,606,5,2026-02-03,1
467,39,267,2,2024-11-23,1
468,19,126,4,2025-03-17,1
469,13,679,4,2025-11-18,1
470,18,623,3,2025-05-02,0
471,1,545,5,2025-09-03,0
472,13,639,5,2025-08-03,1
473,21,624,4,2025-02-13,0
474,37,598,4,2025-09-24,0
475,30,408,4,2024-12-25,1
476,32,16,5,2025-09-27,1
477,22,478,5,2024-10-27,1
478,5,219,3,2025-08-28,1
479,16,619,5,2024-10-18,1
480,40,375,4,2025-12-01,1
481,2,725,3,2025-07-22,1
482,36,477,3,2024-09-09,1
483,28,441,4,2024-10-16,1
484,12,736,4,2024-11-28,1
485,32,381,4,2026-01-19,1
486,34,301,5,2025-07-03,0
487,2,298,3,2025-01-16,1
488,5,701,3,2025-01-15,1
489,27,606,4,2024-09-01,1
490,40,131,3,2024-12-06,1
491,1,394,4,2025-11-23,1
492,27,298,2,2025-07-08,1
493,6,518,3,2025-03-05,1
494,27,42,4,2024-08-30,1
495,25,572,5,2025-02-20,1
496,4,594,3,2025-03-13,0
497,28,182,3,2024-10-22,1
498,36,121,4,2025-07-12,1
499,35,503,4,2025-08-10,1
500,2,206,4,2026-02-09,1
501,10,754,3,2025-02-28,1
502,10,621,4,2025-01-15,1
503,19,765,5,2025-11-06,1
504,6,428,3,2025-02-24,0
505,35,751,2,2025-07-25,1
506,32,12,3,2025-09-21,1
507,33,232,5,2025-12-07,1
508,8,2,2,2025-02-07,1
509,1,543,4,2025-07-21,1
510,37,409,4,2024-10-28,1
511,12,231,4,2025-10-13,0
512,27,244,4,2024-09-12,0
513,37,516,5,2025-08-30,0
514,2,145,4,2024-12-09,1
515,1,412,5,2025-04-25,1
516,1,491,4,2024-09-29,1
517,7,192,3,2025-08-25,0
518,3,183,4,2025-05-06,1
519,33,284,2,2025-08-12,1
520,25,474,4,2025-02-22,1
521,40,204,5,2024-08-22,1
522,33,304,4,2025-06-28,1
523,39,435,4,2025-08-31,1
524,10,150,3,2025-08-12,1
525,12,456,4,2025-01-07,1
526,34,111,5,2025-09-09,1
527,10,115,5,2025-06-07,1
528,3,190,5,2024-12-10,0
529,27,230,4,2024-10-18,1
530,33,24,4,2025-02-10,1
531,39,770,3,2024-08-31,1
532,38,247,3,2025-09-09,1
533,5,644,3,2024-08-27,1
534,31,722,2,2024-09-14,1
535,34,641,4,2024-11-12,1
536,28,666,4,2025-02-11,1
537,33,81,3,2024-08-29,1
538,34,298,4,2025-07-25,0
539,18,597,4,2024-10-29,1
540,2,461,3,2025-10-26,1
541,19,5,3,2025-06-16,0
542,9,454,3,2024-10-03,0
543,5,644,3,2025-03-23,1
544,5,663,5,2024-11-02,1
545,28,308,2,2026-01-30,1
546,21,190,2,2025-07-04,0
547,22,248,4,2025-10-29,1
548,30,238,3,2025-03-09,0
549,22,278,4,2024-11-06,1
550,26,242,3,2024-12-23,1
551,4,366,3,2025-04-01,0
552,35,33,4,2025-10-09,1
553,18,221,3,2025-04-08,1
554,7,252,5,2026-01-02,1
555,33,123,4,2025-03-02,1
556,30,703,3,2024-12-22,1
557,3,541,5,2025-05-13,1
558,8,730,3,2024-10-18,1
559,1,450,4,2025-08-15,1
560,11,88,4,2024-10-12,0
561,4,724,5,2025-07-31,1
562,29,367,4,2025-03-13,1
563,21,548,4,2025-02-27,1
564,40,306,4,2025-07-14,1
565,30,396,3,2025-09-03,0
566,25,392,4,2026-01-02,0
567,21,228,5,2025-01-22,0
568,3,444,5,2025-10-31,0
569,3,587,4,2025-11-13,1
570,25,17,5,2026-02-07,1
571,1,105,3,2026-01-21,1
572,2,674,3,2025-10-19,0
573,9,456,4,2025-01-25,1
574,36,779,5,2025-08-29,1
575,19,484,3,2025-10-16,0
576,29,523,3,2025-01-23,1
577,17,720,5,2025-11-01,0
578,7,529,4,2025-09-02,0
579,15,264,5,2025-05-11,0
580,4,423,4,2025-11-27,1
581,31,189,4,2024-10-05,1
582,8,268,3,2025-08-23,0
583,16,545,4,2025-10-17,1
584,40,120,5,2024-09-09,1
585,24,538,3,2025-03-27,0
586,19,468,3,2025-05-25,0
587,22,247,5,2024-12-09,0
588,32,36,3,2025-12-06,1
589,11,564,3,2025-07-23,1
590,26,660,5,2025-01-14,0
591,35,585,5,2025-04-11,1
592,23,337,3,2024-10-18,1
593,18,523,4,2024-10-05,1
594,6,332,2,2025-09-26,0
595,10,287,3,2026-02-01,1
596,38,262,4,2025-01-15,1
597,22,169,4,2024-12-29,1
598,13,776,3,2025-08-23,1
599,17,533,3,2025-05-21,0
600,24,140,3,2024-11-02,1
601,22,693,4,2025-08-14,1
602,28,122,2,2024-12-10,1
603,11,475,3,2024-10-20,1
604,26,133,2,2025-04-26,1
605,18,289,4,2025-09-22,0
606,38,527,2,2025-05-27,1
607,7,800,4,2025-08-04,1
608,6,794,5,2024-12-25,1
609,19,717,5,2025-05-12,0
610,21,189,2,2025-09-07,0
611,28,75,4,2025-05-31,1
612,17,725,2,2024-12-26,1
613,37,739,3,2026-01-16,1
614,19,223,3,2024-09-24,0
615,6,16,4,2025-12-23,0
616,5,519,5,2025-09-14,0
617,39,61,3,2024-10-18,0
618,6,33,4,2025-01-03,1
619,38,750,2,2025-03-06,1
620,12,397,3,2026-01-18,1
621,4,90,3,2025-05-25,0
622,13,524,4,2025-01-05,1
623,25,296,4,2025-12-28,1
624,18,430,4,2024-10-21,1
625,32,720,3,2025-11-02,1
626,25,191,4,2025-11-10,0
627,17,518,4,2025-03-15,1
628,26,663,4,2024-09-11,0
629,39,340,3,2025-12-10,1
630,17,777,4,2026-01-23,1
631,7,359,4,2025-03-11,0
632,17,368,3,2024-11-27,0
633,34,708,4,2025-01-12,0
634,9,509,4,2024-10-31,1
635,38,695,3,2025-07-14,1
636,24,633,5,2025-05-26,0
637,25,570,3,2025-02-27,0
638,13,194,3,2025-08-05,0
639,37,320,3,2025-07-21,0
640,2,692,5,2024-08-25,1
641,12,493,3,2025-03-28,1
642,17,225,3,2025-11-28,0
643,20,262,4,2025-10-22,1
644,19,621,3,2025-11-23,0
645,6,143,3,2026-01-16,1
646,10,90,4,2024-09-21,0
647,4,613,1,2025-01-11,0
648,23,231,4,2025-04-24,1
649,15,613,4,2025-05-21,0
650,23,427,5,2025-10-17,1
651,24,799,5,2025-09-14,1
652,29,420,4,2025-09-04,0
653,22,694,5,2024-11-12,1
654,26,681,3,2025-08-19,1
655,24,170,4,2025-10-22,1
656,27,797,3,2025-09-29,0
657,25,597,3,2025-06-29,1
658,13,86,3,2024-10-05,0
659,10,5,5,2024-11-07,1
660,32,218,3,2025-09-24,1
661,14,13,5,2025-11-30,0
662,22,287,3,2025-11-07,1
663,8,798,4,2025-04-06,0
664,18,384,3,2025-07-02,0
665,22,20,4,2024-11-22,0
666,26,396,4,2025-07-04,0
667,22,176,4,2024-12-02,1
668,15,685,4,2025-10-22,0
669,39,73,3,2025-10-17,1
670,21,617,4,2024-09-15,1
671,33,357,5,2026-01-06,1
672,30,16,3,2025-10-22,0
673,23,539,2,2025-03-11,1
674,36,365,4,2025-04-19,1
675,6,618,3,2024-09-30,1
676,37,495,4,2026-01-06,1
677,35,630,4,2024-10-12,0
678,21,369,3,2025-12-30,1
679,30,7,3,2025-08-07,0
680,21,105,4,2025-12-28,0
681,11,368,5,2025-03-07,1
682,32,318,3,2025-12-15,1
683,10,636,3,2025-04-06,1
684,13,330,3,2025-02-24,1
685,21,689,4,2025-02-17,1
686,34,151,3,2026-01-15,1
687,16,308,2,2025-04-27,0
688,20,606,4,2025-05-04,1
689,2,100,4,2025-08-01,1
690,5,258,4,2025-06-15,1
691,3,602,4,2025-06-07,0
692,3,472,4,2025-03-11,1
693,35,623,4,2024-11-15,0
694,34,413,5,2026-02-07,1
695,33,688,2,2025-05-11,0
696,3,702,4,2026-01-26,1
697,4,780,4,2025-04-24,1
698,12,98,4,2025-07-08,1
699,23,473,4,2025-06-09,1
700,14,92,4,2026-01-22,0
701,20,184,4,2024-10-17,1
702,7,241,5,2025-05-25,1
703,30,517,4,2024-11-09,1
704,13,345,3,2025-11-30,1
705,3,692,4,2025-06-01,0
706,30,239,1,2025-12-30,1
707,37,494,4,2025-01-14,0
708,1,611,3,2024-11-14,0
709,18,785,4,2025-07-24,1
710,34,197,4,2024-11-05,1
711,29,587,4,2025-03-08,1
712,35,68,5,2025-02-04,1
713,17,435,3,2024-12-16,0
714,15,332,5,2024-10-28,1
715,29,767,4,2025-08-08,1
716,7,619,2,2025-10-02,0
717,10,742,3,2025-03-19,1
718,25,681,4,2025-01-17,0
719,27,329,4,2024-11-12,1
720,5,587,3,2025-08-19,1
721,21,25,3,2025-10-29,1
722,15,447,3,2025-06-10,1
723,21,38,3,2025-04-09,0
724,39,580,4,2025-08-04,1
725,4,774,4,2025-12-26,0
726,40,546,5,2026-02-04,0
727,18,672,4,2024-12-01,1
728,31,188,4,2025-05-03,0
729,17,796,2,2025-12-05,1
730,13,441,2,2025-07-26,1
731,31,540,2,2025-11-02,0
732,28,617,4,2026-02-07,1
733,6,512,4,2024-10-14,0
734,29,254,3,2025-07-15,1
735,31,490,3,2025-06-02,1
736,16,524,3,2025-01-19,1
737,38,686,4,2025-08-06,1
738,26,386,3,2024-10-14,1
739,14,402,3,2025-05-13,0
740,1,403,3,2025-03-30,1
741,27,92,3,2025-03-17,0
742,9,73,4,2025-07-16,1
743,31,17,3,2026-01-10,1
744,22,533,3,2026-01-12,1
745,19,336,4,2025-09-01,1
746,7,693,3,2025-02-13,1
747,29,562,5,2026-01-22,1
748,7,114,5,2026-02-09,1
749,17,81,3,2025-11-18,1
750,34,293,3,2025-12-03,1
751,37,737,5,2025-11-03,1
752,40,39,4,2025-10-03,1
753,39,150,3,2025-09-14,1
754,23,24,5,2025-07-29,0
755,9,331,4,2025-08-02,1
756,34,792,5,2025-03-17,1
757,33,547,3,2025-12-10,1
758,40,395,4,2025-07-27,1
759,27,116,3,2025-07-16,0
760,6,285,4,2025-09-23,0
761,21,420,4,2024-09-28,0
762,18,220,4,2025-12-28,1
763,34,565,4,2025-06-29,1
764,16,785,3,2026-01-10,1
765,14,165,3,2024-10-13,0
766,4,202,5,2024-12-23,1
767,34,101,5,2026-01-13,1
768,31,581,3,2025-08-28,1
769,2,370,4,2025-08-03,0
770,18,228,4,2025-03-25,1
771,20,176,4,2025-06-15,1
772,19,57,2,2025-06-09,0
773,37,381,3,2024-12-03,1
774,7,547,3,2025-06-20,0
775,13,189,2,2025-05-24,1
776,8,2,5,2025-02-04,0
777,10,379,4,2025-02-19,0
778,37,541,4,2025-10-07,1
779,38,276,2,2025-08-18,0
780,2,201,2,2025-04-29,1
781,26,124,4,2025-07-11,1
782,10,597,5,2024-12-27,1
783,8,690,3,2025-05-15,1
784,12,616,5,2025-06-18,1
785,8,415,3,2025-01-02,1
786,20,580,4,2024-11-18,0
787,40,318,5,2025-05-29,0
788,24,20,3,2026-01-09,1
789,29,295,3,2025-04-25,1
790,20,563,5,2025-12-18,1
791,1,518,4,2025-11-21,1
792,4,793,5,2025-09-25,0
793,11,798,3,2025-12-14,0
794,10,195,5,2025-03-29,1
795,34,8,4,2025-10-02,1
796,34,220,4,2024-11-05,1
797,35,701,4,2025-02-07,1
798,26,651,3,2025-06-20,1
799,23,80,4,2024-09-08,1
800,26,129,3,2025-10-06,1
801,17,451,4,2025-12-31,1
802,27,529,3,2024-10-14,0
803,32,786,2,2026-02-05,0
804,31,605,2,2024-10-05,1
805,25,170,2,2024-10-26,1
806,3,30,5,2025-10-04,0
807,29,507,3,2025-08-24,1
808,15,444,4,2026-01-06,0
809,30,738,3,2025-04-05,1
810,22,461,4,2025-06-24,0
811,36,401,4,2024-11-07,1
812,14,243,4,2025-08-27,0
813,38,70,1,2026-02-08,1
814,34,702,4,2025-07-07,0
815,14,661,4,2026-01-04,1
816,20,131,5,2025-03-19,1
817,22,564,5,2026-01-31,0
818,31,292,2,2025-06-04,1
819,28,350,3,2024-11-04,1
820,35,679,2,2025-03-02,1
